name,brand,rating_count,total_reviews,rating_value,price,seller_name,seller_location,seller_store_link
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,35,5 Reviews,3.6,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,20,7 Reviews,3.3,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1208 (Single Sim, 1.5 inches Display, Assorted Color) Superb Condition, Like New",NOKIA,40,5 Reviews,3.1,1299,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) - Superb Condition, Like New",NOKIA,0,0,0,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) - Superb Condition, Like New",NOKIA,0,0,0,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Samsung B310E (512 KB) - Superb Condition, Like New",Samsung,103,4 Reviews,3.4,1749,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) - Superb Condition, Like New",NOKIA,0,0,0,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 110 Dual SIM (Blue, Dual Sim, 1.7 inch Display) - Superb Condition, Like New",NOKIA,0,0,0,1649,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 105, Black (2019) - Superb Condition, Like New",NOKIA,0,0,0,1549,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display, Assorted Color) Superb Condition, Like New",NOKIA,0,0,0,1499,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Samsung E1282T (Dual SIM, 1.8 Inch Display, Assorted Color) - Superb Condition, Like New",Samsung,30,3 Reviews,3,1549,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Samsung Guru Music 2 (Assorted color) - Superb Condition, Like New",Samsung,0,0,0,2249,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,2,0,3,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1249,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,86,13 Reviews,2.8,2299,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Nokia 105 - Superb Condition, Like New",NOKIA,0,0,0,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 110 Dual SIM (Black, Dual Sim, 1.7 inch Display) - Superb Condition, Like New",NOKIA,7,1 Review,2.7,1649,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,2299,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,7,2 Reviews,2.6,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,11,1 Review,3.7,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Nokia 1110i, (Single Sim, 1.2 inches Display) - Superb Condition, Like New",NOKIA,0,0,0,1249,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,0,0,0,1499,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1549,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia C1-02 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,0,0,0,1849,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,9,1 Review,2.7,1849,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia C1-00 (Blue, Dual SIM, 1.8 Inch Display) - Superb Condition, Like New",NOKIA,0,0,0,1699,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,62,4 Reviews,3.2,1249,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,29,8 Reviews,3,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,2299,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia 105, Black (2019) - Superb Condition, Like New",NOKIA,0,0,0,1449,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"Second Hand (Refurbished) Nokia 1616 (Single SIM , 1.8 Inch Display) - Superb Condition, Like New",NOKIA,0,0,0,1349,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia 105, Black DS (2017) - Superb Condition, Like New",NOKIA,0,0,0,1649,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,2299,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,2,0,3,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Samsung Guru Music 2, Black - Superb Condition, Like New",Samsung,0,0,0,2299,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"Second Hand (Refurbished) Nokia 105, Black DS (2017) - Superb Condition, Like New",NOKIA,0,0,0,1249,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Nokia C1-02 (Single Sim, 1.8 inches Display) Superb Condition, Like New",NOKIA,0,0,0,1999,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display, Assorted Color) Superb Condition, Like New",NOKIA,0,0,0,1499,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"Second Hand (Refurbished) Nokia 105, Black DS (2017) - Superb Condition, Like New",NOKIA,0,0,0,1649,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Samsung B310E (512 KB) - Superb Condition, Like New",Samsung,0,0,0,1899,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Samsung Guru E1200 (Single Sim, 1.5 inches Display) Superb Condition, Like New",Samsung,0,0,0,1549,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Samsung 1200 (Single Sim, 1.5 inches Display) Superb Condition, Like New",Samsung,1,0,5,1849,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Nokia 101 (Black) - Superb Condition, Like New",NOKIA,0,0,0,1699,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Samsung 310 (Dual Sim, 2 inches Display) - Superb Condition, Like New",Samsung,0,0,0,1749,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Nokia C3-00 (Single SIM , 2.4 Inch Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,2849,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia 105 (Single Sim, 1.8 inches Display) - Â Superb Condition, Like New",NOKIA,0,0,0,1399,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Used (Refurbished) Nokia 100, Black - Superb Condition, Like New",NOKIA,0,0,0,1449,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia C1-02 (Single SIM, 1.8 Inch Display, Black) - Superb Condition, Like New",NOKIA,0,0,0,1949,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,6,3 Reviews,3.7,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,15,5 Reviews,3.3,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Samsung Guru 1200 GT-E1200 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",Samsung,0,0,0,1549,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Samsung Guru Music 2, Black - Superb Condition, Like New",Samsung,6,0,3.3,1749,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display, Assorted Color) Superb Condition, Like New",NOKIA,3,0,4,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 210 (Black, Dual Sim, 2.4 inch Display) - Superb Condition, Like New",NOKIA,8,2 Reviews,4.1,1599,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Samsung B310E (512 KB) - Superb Condition, Like New",Samsung,8,1 Review,2.9,1899,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia C1-02 (Single Sim, 1.8 inches Display) Superb Condition, Like New",NOKIA,4,1 Review,2,1549,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Samsung Guru E1200 (Single Sim, 1.5 inches Display) -  - Superb Condition, Like New",Samsung,0,0,0,1449,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1399,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 101 (Dual Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,0,0,0,1649,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Samsung Guru E1200 (Single Sim, 1.5 inches Display) -  Superb Condition, Like New",Samsung,0,0,0,1449,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Tryto T1 310Pro (Dual Sim, 4.57 Cm (1.8 Inch) Display, 1000 Mah Battery, Green)",Tryto,0,0,0,640,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Nokia C1-02 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,0,0,0,1849,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"Oneme Fold Z (Dual Sim, 2 Inch Display, 1050mAh Battery, Light Blue)",Oneme,11,0,2.9,1700,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Apple Iphone XR (128 GB GB Storage, White) - Superb Condition, Like New",Apple,0,0,0,24999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Redmi 6X (Rose Gold, 6 GB RAM, 128 GB Storage) - Superb Condition, Like New",Redmi,5,0,1.8,7999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Mtr Flip X (Dual Sim, 7.11 Cm (2.8 Inch) Display, 2500 Mah Battery, Black)",MTR,2,0,4,1500,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"MTR MT Army (Dual SIM, 2.4 Inch Display, 1100mAh Battery, Green)",MTR,3,0,3.7,1249,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Second Hand (Refurbished) Nokia 1202 (Single SIM, 1.3 Inch Display, Black) - Superb Condition, Like New",NOKIA,0,0,0,1349,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia C1-02 - Superb Condition, Like New",NOKIA,21,0,2.7,1549,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 110 Dual SIM (Cyan, Dual Sim, 1.7 inch Display) - Superb Condition, Like New",NOKIA,0,0,0,1649,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Apple iPhone 6(16 GB Storage, Silver) - Superb Condition, Like New",Apple,13,1 Review,2.8,6799,Schedder Technology Solutions Pvt Ltd,"Gurgaon , Haryana",http://schedder-technology-solutions-pvt-ltd.shopclues.com
(Refurbished) Apple iPhone 6  (64 GB Storage) - Good Condition,Apple,12,2 Reviews,3.3,7999,Mandal Enterprises,"New Delhi , Delhi",http://mandal-enterprises.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,2099,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player",NOKIA,67,7 Reviews,4.1,1429,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
(Refurbished) APPLE iPhone XS - Good Condition,Apple,0,0,0,23299,Mandal Enterprises,"New Delhi , Delhi",http://mandal-enterprises.shopclues.com
"(Refurbished) Nokia 1202 (Single SIM, 1.3 Inch Display, Black) - Superb Condition, Like New",NOKIA,167,9 Reviews,3.1,1349,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"MTR JB 4 Volte (Dual Sim, 2.8 Inch Display, 3000mAh Battery, Blue)",MTR,2,1 Review,4.5,2300,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Callbar Bold 312 Dual Sim Mobile Phone With 1.8 Inch Display, Auto Call Recorder, 850 Mah Battery",,13,3 Reviews,3,639,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Apple iPhone SE2 (64 GB Storage, Black) - Superb Condition, Like New",Apple,1,0,4,15199,Schedder Technology Solutions Pvt Ltd,"Gurgaon , Haryana",http://schedder-technology-solutions-pvt-ltd.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,111,8 Reviews,3,1449,MISHTI_ENTERPRISES,"Delhi , Delhi",http://mishtienterprises.shopclues.com
"(Refurbished) Nokia 6310 (Dual SIM, 2.8 Inch Display, Black) - Superb Condition, Like New",NOKIA,4,0,2.3,2349,MISHTI_ENTERPRISES,"Delhi , Delhi",http://mishtienterprises.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Vivo Y83 (Red, 6 GB RAM, 128 GB Storage) - Superb Condition, Like New",Vivo,0,0,0,7399,Schedder Technology Solutions Pvt Ltd,"Gurgaon , Haryana",http://schedder-technology-solutions-pvt-ltd.shopclues.com
"Sia Pro 312  (Dual Sim, 1.77 Inch Display, 1050mAh Battery, Lemon Green)",SIA,0,0,0,650,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Vivo Y67 Gold 4gb Ram 64gb Storage - Superb Condition, Like New",Vivo,13,2 Reviews,2.1,5999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 101 (Dual SIM, 1.8 Inch Display, Black) - Superb Condition, Like New",NOKIA,22,2 Reviews,2.8,1499,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,191,26 Reviews,3.2,1449,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Vivo Y81 (6GB RAM, 128GB Storage)- Superb Condition, Like New",Vivo,33,1 Review,2.8,6999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) ONEPLUS 6T (6 GB RAM, 128 GB Storage, Mirror Black) - Superb Condition, Like New",Oneplus,0,0,0,11999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Redmi 10A (6 GB RAM, 128 GB Storage), - Superb Condition, Like New",Redmi,1,0,2,8999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Vivo Y71 (Y71A) (4 GB RAM, 64 GB Storage) - Superb Condition, Like New",Vivo,30,2 Reviews,3,6700,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Vivo Y83 (6 GB RAM, 128 GB Storage) - Superb Condition, Like New",Vivo,46,6 Reviews,3.3,7399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Vivo Y71 (6GB RAM, 128GB Storage)- Superb Condition, Like New",Vivo,53,5 Reviews,2.6,6999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) APPLE iPhone 7 (32 GB Storage, Black) - Superb Condition, Like New",Apple,3,0,3.3,10699,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Infinix Smart 4 Plus (3 GB RAM, 32 GB Storage, Black) - Superb Condition, Like New",Infinix,0,0,0,6999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
Itel it5026 (Black),iTel,1,0,2,1362,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
